0,Orthology,Reaction,Reaction_decode,Pathway,Pathway_decode,Module,Module_decode
K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]",R08310,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one + NAD+ <=> 5-Phenyl-1,3-oxazinane-2,4-dione + NADH + H+",map01220,Degradation of aromatic compounds,,
K02500,hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10],R04558,N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide + L-Glutamine <=> D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide + L-Glutamate,map01230,Biosynthesis of amino acids,M00026,"Histidine biosynthesis, PRPP => histidine"
K02501,hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10],R04558,N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide + L-Glutamine <=> D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide + L-Glutamate,map01230,Biosynthesis of amino acids,M00026,"Histidine biosynthesis, PRPP => histidine"
K02502,hisZ; ATP phosphoribosyltransferase regulatory subunit,R01071,1-(5-Phospho-D-ribosyl)-ATP + Diphosphate <=> ATP + 5-Phospho-alpha-D-ribose 1-diphosphate,map01230,Biosynthesis of amino acids,M00026,"Histidine biosynthesis, PRPP => histidine"
K02503,"HINT1, hinT, hit; histidine triad (HIT) family protein",,,,,,
K02504,hofB; protein transport protein HofB,,,,,,
K02505,hofC; protein transport protein HofC,,,,,,
K02506,"hofD, hopD; leader peptidase HopD [EC:3.4.23.43]",,,,,,
K02507,hofQ; protein transport protein HofQ,,,,,,
K02508,"hpaA; AraC family transcriptional regulator, 4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein",,,,,,
K02509,"hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]",R06897,"2-Hydroxyhepta-2,4-dienedioate + H2O <=> 2,4-Dihydroxyhept-2-enedioate",map01120,Microbial metabolism in diverse environments,,
K02510,"hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]",R01647,"Succinate semialdehyde + Pyruvate <=> 2,4-Dihydroxyhept-2-enedioate",map01120,Microbial metabolism in diverse environments,,
K02511,"hpaX; MFS transporter, ACS family, 4-hydroxyphenylacetate permease",,,,,,
K02512,HRK; activator of apoptosis harakiri,,,map04210,Apoptosis,,
K02513,HS2ST1; heparan sulfate 2-O-sulfotransferase HS2ST1 [EC:2.8.2.-],,,map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,,
K02514,HS6ST1; heparan sulfate 6-O-sulfotransferase HS6ST1 [EC:2.8.2.-],,,map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,,
K02515,"HSL1; serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase [EC:2.7.11.-]",,,map04111,Cell cycle - yeast,,
K02516,"PRMT5, HSL7; type II protein arginine methyltransferase [EC:2.1.1.320]",R11220,"2 S-Adenosyl-L-methionine + Protein-L-arginine <=> 2 S-Adenosyl-L-homocysteine + Protein N(omega),N(omega)'-dimethyl-L-arginine",map04111,Cell cycle - yeast,,
K02517,"lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]",R12193,Octadecanoyl-[acyl-carrier protein] + H. pylori KDO2-lipid IVA <=> Stearoyl-KDO2-lipid IVA + Acyl-carrier protein,map01100,Metabolic pathways,M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type"
K02518,infA; translation initiation factor IF-1,,,,,,
K02519,"infB, MTIF2; translation initiation factor IF-2",,,,,,
K02520,"infC, MTIF3; translation initiation factor IF-3",,,,,,
K02521,"ilvY; LysR family transcriptional regulator, positive regulator for ilvC",,,,,,
K02523,ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90],R09248,"trans,trans-Farnesyl diphosphate + 5 Isopentenyl diphosphate <=> all-trans-Octaprenyl diphosphate + 5 Diphosphate",map01110,Biosynthesis of secondary metabolites,,
K02524,"K10; DNA binding protein (fs(1)K10, female sterile(1)K10)",,,map04320,Dorso-ventral axis formation,,
K02525,"kdgR; LacI family transcriptional regulator, kdg operon repressor",,,,,,
K02526,kdgT; 2-keto-3-deoxygluconate permease,,,,,,
K02527,"kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]",R09766,alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA + CMP-3-deoxy-D-manno-octulosonate <=> alpha-Kdo-(2->8)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA + CMP,map01100,Metabolic pathways,M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type"
K02528,ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182],R10716,2 S-Adenosyl-L-methionine + Adenine in rRNA <=> 2 S-Adenosyl-L-homocysteine + N6-Dimethyladenine in rRNA,,,,
K02529,"lacI, galR; LacI family transcriptional regulator",,,,,,
K02530,"lacR; DeoR family transcriptional regulator, lactose phosphotransferase system repressor",,,,,,
K02531,lacT; transcriptional antiterminator,,,,,,
K02532,"lacY; MFS transporter, OHS family, lactose permease",,,,,,
K02533,lasT; tRNA/rRNA methyltransferase [EC:2.1.1.-],,,,,,
K02535,lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108],R04587,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine + H2O <=> UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine + Acetate,map01100,Metabolic pathways,M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type"
K02536,lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191],R04550,"UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine + (3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=> UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine + Acyl-carrier protein",map01100,Metabolic pathways,M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type"
K02537,MAD2; mitotic spindle assembly checkpoint protein MAD2,,,map05166,Human T-cell leukemia virus 1 infection,,
K02538,"manR; activator of the mannose operon, transcriptional antiterminator",,,,,,
K02539,MCL1; myeloid leukemia cell differntiation protein MCL-1,,,map05206,MicroRNAs in cancer,,
K02540,MCM2; DNA replication licensing factor MCM2 [EC:3.6.4.12],,,map04113,Meiosis - yeast,,
K02541,MCM3; DNA replication licensing factor MCM3 [EC:3.6.4.12],,,map04113,Meiosis - yeast,,
K02542,MCM6; DNA replication licensing factor MCM6 [EC:3.6.4.12],,,map04113,Meiosis - yeast,,
K02543,MEC1; cell cycle checkpoint protein MEC1,,,map04113,Meiosis - yeast,,
K02544,MEC3; G2-specific checkpoint protein,,,map04113,Meiosis - yeast,,
K02545,mecA; penicillin-binding protein 2 prime [EC:3.4.16.4],,,map01501,beta-Lactam resistance,M00625,Methicillin resistance
K02546,"mecI; BlaI family transcriptional regulator, methicillin resistance regulatory protein",,,map01501,beta-Lactam resistance,M00625,Methicillin resistance
K02547,mecR1; methicillin resistance protein,,,map01501,beta-Lactam resistance,M00625,Methicillin resistance
K02548,"menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]",R10757,"all-trans-Polyprenyl diphosphate + 1,4-Dihydroxy-2-naphthoate <=> Demethylmenaquinol + Diphosphate + CO2",map01110,Biosynthesis of secondary metabolites,M00116,"Menaquinone biosynthesis, chorismate => menaquinol"
K02549,menC; O-succinylbenzoate synthase [EC:4.2.1.113],R04031,"2-Succinylbenzoate + H2O <=> (1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate",map01110,Biosynthesis of secondary metabolites,M00116,"Menaquinone biosynthesis, chorismate => menaquinol"
K02550,glcA; glycolate permease,,,,,,
K02551,menD; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9],R08165,Isochorismate + 2-Oxoglutarate <=> 2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate + CO2,map01110,Biosynthesis of secondary metabolites,M00116,"Menaquinone biosynthesis, chorismate => menaquinol"
K02552,menF; menaquinone-specific isochorismate synthase [EC:5.4.4.2],R01717,Chorismate <=> Isochorismate,map01130,Biosynthesis of antibiotics,M00116,"Menaquinone biosynthesis, chorismate => menaquinol"
K02553,"rraA, menG; regulator of ribonuclease activity A",,,,,,
K02554,mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80],R04781,4-Carboxy-4-hydroxy-2-oxoadipate <=> 4-Carboxy-2-oxo-3-hexenedioate + H2O,map01220,Degradation of aromatic compounds,M00569,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"
K02555,MIH1; M-phase inducer tyrosine phosphatase [EC:3.1.3.48],,,map04111,Cell cycle - yeast,,
K02556,motA; chemotaxis protein MotA,,,map02040,Flagellar assembly,,
K02557,motB; chemotaxis protein MotB,,,map02040,Flagellar assembly,,
K02558,mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45],,,,,,
K02560,"lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]",R12197,Tetradecanoyl-[acp] + (9Z)-Hexadec-9-enoyl-KDO2-lipid IV(A) <=> Palmitoleoyl-myristoyl-KDO2-lipid A + Acyl-carrier protein,map01100,Metabolic pathways,M00060,"KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"
K02561,BOK; Bcl-2-related ovarian killer protein,,,map04215,Apoptosis - multiple species,,
K02562,mtlR; mannitol operon repressor,,,,,,
K02563,murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],R06174,G10556 + UDP-N-acetyl-D-glucosamine <=> G10555 + UDP,map04112,Cell cycle - Caulobacter,,
K02564,"nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]",R00765,D-Glucosamine 6-phosphate + H2O <=> D-Fructose 6-phosphate + Ammonia,map01100,Metabolic pathways,,
K02565,nagC; N-acetylglucosamine repressor,,,,,,
K02566,nagD; NagD protein,R12958,2'-Deoxyinosine 5'-phosphate + H2O <=> Deoxyinosine + Orthophosphate,,,,
K02567,napA; periplasmic nitrate reductase NapA [EC:1.7.99.-],R03071,2 Ferrocytochrome + Nitrate <=> 2 Ferricytochrome + Nitrite + H2O,map01120,Microbial metabolism in diverse environments,M00530,"Dissimilatory nitrate reduction, nitrate => ammonia"
K02568,napB; cytochrome c-type protein NapB,R00798,Nitrite + Acceptor + H2O <=> Nitrate + Reduced acceptor,map01120,Microbial metabolism in diverse environments,M00530,"Dissimilatory nitrate reduction, nitrate => ammonia"
K02569,napC; cytochrome c-type protein NapC,,,,,,
K02570,napD; periplasmic nitrate reductase NapD,,,,,,
K02571,napE; periplasmic nitrate reductase NapE,,,,,,
K02572,napF; ferredoxin-type protein NapF,,,,,,
K02573,napG; ferredoxin-type protein NapG,,,,,,
K02574,napH; ferredoxin-type protein NapH,,,,,,
K02575,"NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter",,,map00910,Nitrogen metabolism,M00615,Nitrate assimilation
K02576,NDST1; heparan sulfate N-deacetylase/N-sulfotransferase NDST1 [EC:3.1.1.- 2.8.2.-],R13047,"3'-Phosphoadenylyl sulfate + Heparosan D-glucuronate <=> Adenosine 3',5'-bisphosphate + Heparosan-N-sulfate D-glucuronate",map01100,Metabolic pathways,M00059,"Glycosaminoglycan biosynthesis, heparan sulfate backbone"
K02577,NDST2; heparan sulfate N-deacetylase/N-sulfotransferase NDST2 [EC:3.1.1.- 2.8.2.-],R13047,"3'-Phosphoadenylyl sulfate + Heparosan D-glucuronate <=> Adenosine 3',5'-bisphosphate + Heparosan-N-sulfate D-glucuronate",map01100,Metabolic pathways,M00059,"Glycosaminoglycan biosynthesis, heparan sulfate backbone"
K02578,NDST3; heparan sulfate N-deacetylase/N-sulfotransferase NDST3 [EC:3.1.1.- 2.8.2.-],R13047,"3'-Phosphoadenylyl sulfate + Heparosan D-glucuronate <=> Adenosine 3',5'-bisphosphate + Heparosan-N-sulfate D-glucuronate",map01100,Metabolic pathways,M00059,"Glycosaminoglycan biosynthesis, heparan sulfate backbone"
K02579,NDST4; heparan sulfate N-deacetylase/N-sulfotransferase NDST4 [EC:3.1.1.- 2.8.2.-],R13047,"3'-Phosphoadenylyl sulfate + Heparosan D-glucuronate <=> Adenosine 3',5'-bisphosphate + Heparosan-N-sulfate D-glucuronate",map01100,Metabolic pathways,M00059,"Glycosaminoglycan biosynthesis, heparan sulfate backbone"
K02580,NFKB1; nuclear factor NF-kappa-B p105 subunit,,,map05418,Fluid shear stress and atherosclerosis,,
K02581,NFKBIB; NF-kappa-B inhibitor beta,,,map05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,,
K02582,"NGFB; nerve growth factor, beta",,,map04750,Inflammatory mediator regulation of TRP channels,,
K02583,"NGFR, TNFRSF16, CD271; tumor necrosis factor receptor superfamily member 16",,,map05202,Transcriptional misregulation in cancer,,
K02584,nifA; Nif-specific regulatory protein,,,map02020,Two-component system,,
K02585,nifB; nitrogen fixation protein NifB,,,,,,
K02586,nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1],R05496,Acetylene + Reduced ferredoxin + 2 H+ + ATP + H2O <=> Ethylene + Oxidized ferredoxin + ADP + Orthophosphate,map01120,Microbial metabolism in diverse environments,M00175,"Nitrogen fixation, nitrogen => ammonia"
K02587,nifE; nitrogenase molybdenum-cofactor synthesis protein NifE,,,,,,
K02588,nifH; nitrogenase iron protein NifH,R05496,Acetylene + Reduced ferredoxin + 2 H+ + ATP + H2O <=> Ethylene + Oxidized ferredoxin + ADP + Orthophosphate,map01120,Microbial metabolism in diverse environments,M00175,"Nitrogen fixation, nitrogen => ammonia"
K02589,"nifHD1, nifI1; nitrogen regulatory protein PII 1",,,,,,
K02590,"nifHD2, nifI2; nitrogen regulatory protein PII 2",,,,,,
K02591,nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],R05496,Acetylene + Reduced ferredoxin + 2 H+ + ATP + H2O <=> Ethylene + Oxidized ferredoxin + ADP + Orthophosphate,map01120,Microbial metabolism in diverse environments,M00175,"Nitrogen fixation, nitrogen => ammonia"
K02592,nifN; nitrogenase molybdenum-iron protein NifN,,,,,,
K02593,nifT; nitrogen fixation protein NifT,,,,,,
K02594,nifV; homocitrate synthase NifV [EC:2.3.3.14],R00271,"Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA",map00620,Pyruvate metabolism,,
K02595,nifW; nitrogenase-stabilizing/protective protein,,,,,,
K02596,nifX; nitrogen fixation protein NifX,,,,,,
K02597,nifZ; nitrogen fixation protein NifZ,,,,,,
K02598,nirC; nitrite transporter,,,,,,
K02599,NOTCH1; Notch 1,,,map05224,Breast cancer,,
K02600,nusA; transcription termination/antitermination protein NusA,,,,,,
K02601,nusG; transcription termination/antitermination protein NusG,,,,,,
K02602,"CPEB, ORB; cytoplasmic polyadenylation element-binding protein",,,map04914,Progesterone-mediated oocyte maturation,,
K02603,ORC1; origin recognition complex subunit 1,,,map04113,Meiosis - yeast,,
K02604,ORC2; origin recognition complex subunit 2,,,map04113,Meiosis - yeast,,
K02605,ORC3; origin recognition complex subunit 3,,,map04113,Meiosis - yeast,,
K02606,ORC4; origin recognition complex subunit 4,,,map04113,Meiosis - yeast,,
K02607,ORC5; origin recognition complex subunit 5,,,map04113,Meiosis - yeast,,
K02608,ORC6; origin recognition complex subunit 6,,,map04113,Meiosis - yeast,,
K02609,"paaA; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]",R09838,"Phenylacetyl-CoA + Oxygen + NADPH + H+ <=> 2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA + H2O + NADP+",map01120,Microbial metabolism in diverse environments,,
K02610,"paaB; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB",R09838,"Phenylacetyl-CoA + Oxygen + NADPH + H+ <=> 2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA + H2O + NADP+",map01120,Microbial metabolism in diverse environments,,
K02611,"paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]",R09838,"Phenylacetyl-CoA + Oxygen + NADPH + H+ <=> 2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA + H2O + NADP+",map01120,Microbial metabolism in diverse environments,,
K02612,"paaD; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD",R09838,"Phenylacetyl-CoA + Oxygen + NADPH + H+ <=> 2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA + H2O + NADP+",map01120,Microbial metabolism in diverse environments,,
K02613,"paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE",R09838,"Phenylacetyl-CoA + Oxygen + NADPH + H+ <=> 2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA + H2O + NADP+",map01120,Microbial metabolism in diverse environments,,
K02614,paaI; acyl-CoA thioesterase [EC:3.1.2.-],R09840,Phenylacetyl-CoA + H2O <=> Phenylacetic acid + CoA,map01100,Metabolic pathways,,
K02615,"paaJ; 3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174]",R09839,"3-Oxo-5,6-dehydrosuberyl-CoA + CoA <=> 5-Carboxy-2-pentenoyl-CoA + Acetyl-CoA",map01120,Microbial metabolism in diverse environments,,
K02616,paaX; phenylacetic acid degradation operon negative regulatory protein,,,,,,
K02617,paaY; phenylacetic acid degradation protein,,,,,,
K02618,"paaZ; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]",R09836,"2-Oxepin-2(3H)-ylideneacetyl-CoA + H2O <=> 3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde",map01120,Microbial metabolism in diverse environments,,
K02619,pabC; 4-amino-4-deoxychorismate lyase [EC:4.1.3.38],R05553,4-Amino-4-deoxychorismate <=> 4-Aminobenzoate + Pyruvate,map00790,Folate biosynthesis,,
K02620,"TCF7, TCF-1; transcription factor 7",,,map05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),,
K02621,parC; topoisomerase IV subunit A [EC:5.6.2.2],,,,,,
K02622,parE; topoisomerase IV subunit B [EC:5.6.2.2],,,,,,
K02623,"pcaQ; LysR family transcriptional regulator, pca operon transcriptional activator",,,,,,
K02624,"pcaR; IclR family transcriptional regulator, pca regulon regulatory protein",,,,,,
K02625,"pcaT; MFS transporter, MHS family, dicarboxylic acid transporter PcaT",,,,,,
K02626,pdaD; arginine decarboxylase [EC:4.1.1.19],R00566,L-Arginine <=> Agmatine + CO2,map01100,Metabolic pathways,M00133,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"
K02627,PDS1; cell cycle regulator,,,map04113,Meiosis - yeast,,
K02628,pecA; phycoerythrocyanin alpha chain,,,map01100,Metabolic pathways,,
K02629,pecB; phycoerythrocyanin beta chain,,,map01100,Metabolic pathways,,
K02630,pecC; phycoerythrocyanin-associated rod linker protein,,,map01100,Metabolic pathways,,
K02631,pecE; phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecE [EC:4.4.1.31],,,map01100,Metabolic pathways,,
K02632,pecF; phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecF [EC:4.4.1.31],,,map01100,Metabolic pathways,,
K02633,PER2; period circadian protein 2,,,map05221,Acute myeloid leukemia,,
K02634,petA; apocytochrome f,,,map01100,Metabolic pathways,M00162,Cytochrome b6f complex
K02635,petB; cytochrome b6,,,map01100,Metabolic pathways,M00162,Cytochrome b6f complex
K02636,petC; cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6],R08409,Plastoquinol-9 + 2 Oxidized plastocyanin + 2 H+ <=> Plastoquinone-9 + 2 Reduced plastocyanin + 4 H+,map01100,Metabolic pathways,M00162,Cytochrome b6f complex
K02637,petD; cytochrome b6-f complex subunit 4,,,map01100,Metabolic pathways,M00162,Cytochrome b6f complex
K02638,petE; plastocyanin,,,map00195,Photosynthesis,,
K02639,petF; ferredoxin,,,map00195,Photosynthesis,,
K02640,petG; cytochrome b6-f complex subunit 5,,,map01100,Metabolic pathways,M00162,Cytochrome b6f complex
K02641,petH; ferredoxin--NADP+ reductase [EC:1.18.1.2],,,map01100,Metabolic pathways,,
K02642,petL; cytochrome b6-f complex subunit 6,,,map01100,Metabolic pathways,M00162,Cytochrome b6f complex
K02643,petM; cytochrome b6-f complex subunit 7,,,map01100,Metabolic pathways,M00162,Cytochrome b6f complex
K02646,PHO2; regulatory protein PHO2,,,map04111,Cell cycle - yeast,,
K02647,cdaR; carbohydrate diacid regulator,,,,,,
K02649,PIK3R1_2_3; phosphoinositide-3-kinase regulatory subunit alpha/beta/delta,R05795,"ATP + 1-Phosphatidyl-1D-myo-inositol 4-phosphate <=> ADP + 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate",map05418,Fluid shear stress and atherosclerosis,,
K02650,pilA; type IV pilus assembly protein PilA,,,map02020,Two-component system,,
K02651,"flp, pilA; pilus assembly protein Flp/PilA",,,map04112,Cell cycle - Caulobacter,,
K02652,pilB; type IV pilus assembly protein PilB,,,,,,
K02653,pilC; type IV pilus assembly protein PilC,,,,,,
K02654,"pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]",,,,,,
K02655,pilE; type IV pilus assembly protein PilE,,,,,,
K02656,pilF; type IV pilus assembly protein PilF,,,,,,
K02657,pilG; twitching motility two-component system response regulator PilG,,,map02025,Biofilm formation - Pseudomonas aeruginosa,,
