,CHEM_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,CHRO_LIB_ENTRY_ID,COMP_ID,LIB_ID,PLATFORM
cis-4-decenoate (10:1n6)*,100002796,Lipid,Medium Chain Fatty Acid,1512.0,NAMED,XKZKQTCECFWKBN-SREVYHEPSA-N,OC(CC\C=C/CCCCC)=O,cis-4-decenoate (10:1n6)*,cis-4-decenoate (10:1n6)*,505-90-8,4471776.0,HMDB0004980,,5282726.0,220667,62873,209,Neg
4-oxo-retinoic acid,100002825,Cofactors and Vitamins,Vitamin A Metabolism,4448.0,NAMED,GGCUJPCCTQNTJF-FRCNGJHJSA-N,O=C1CCC(C)(C)C(/C=C/C(C)=C/C=C/C(C)=C/C(O)=O)=C1C,4-oxo-retinoic acid,4-oxo-retinoic acid,38030-57-8,4941652.0,HMDB0006285,,6437063.0,159177,39760,402,Pos Late
1-lignoceroyl-GPC (24:0),100002873,Lipid,Lysophospholipid,2666.0,NAMED,SKJMUADLQLZAGH-WJOKGBTCSA-N,CCCCCCCCCCCCCCCCCCCCCCCC(OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O)=O,1-lignoceroyl-GPC (24:0),1-lignoceroyl-GPC (24:0),325171-59-3,24766539.0,HMDB0010405,,24779481.0,161405,49617,402,Pos Late
1-(1-enyl-palmitoyl)-GPC (P-16:0)*,100002875,Lipid,Lysoplasmalogen,2851.0,NAMED,HTZINLFNXLXRBC-CQLBIITFSA-N,CCCCCCCCCCCCCC/C=C\OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,,9093054.0,HMDB0010407,,10917802.0,165152,52474,402,Pos Late
1-methyl-5-imidazoleacetate,100002910,Amino Acid,Histidine Metabolism,94.0,NAMED,UJCGYTCAMOHYCG-UHFFFAOYSA-N,O=C(O)CC1=CN=CN1C,1-methyl-5-imidazoleacetate,1-methyl-5-imidazoleacetate,4200-48-0,4954265.0,HMDB04988,,6451814.0,220814,62946,400,Pos Early
glycoursodeoxycholate,100002911,Lipid,Secondary Bile Acid Metabolism,3533.0,NAMED,GHCZAUBVMUEKKP-XROMFQGDSA-N,[H][C@]1([C@H](C)CCC(NCC(O)=O)=O)CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,glycoursodeoxycholate,glycoursodeoxycholate,64480-66-6,19973534.0,HMDB0000708,,12310288.0,143714,39379,209,Neg
S-methylcysteine sulfoxide,100002927,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",464.0,NAMED,ZZLHPCSGGOGHFW-UHFFFAOYSA-N,NC(CS(C)=O)C(O)=O,S-methylcysteine sulfoxide,S-methylcysteine sulfoxide,6853-87-8,74136.0,HMDB0029432,,82142.0,211418,43378,305,Polar
(14 or 15)-methylpalmitate (a17:0 or i17:0),100002945,Lipid,"Fatty Acid, Branched",1659.0,NAMED,IIUXHTGBZYEGHI-UHFFFAOYSA-N,CC(CCCCCCCCCCCCCC(O)=O)C,(14 or 15)-methylpalmitate (a17:0 or i17:0),(14 or 15)-methylpalmitate (a17:0 or i17:0),,,HMDB0061859,C16995,818117903417.0,143701,38768,209,Neg
eicosanedioate (C20-DC),100002951,Lipid,"Fatty Acid, Dicarboxylate",1719.0,NAMED,JJOJFIHJIRWASH-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCCCC(O)=O,eicosanedioate (C20-DC),eicosanedioate (C20-DC),2424-92-2,68030.0,,,75502.0,141952,39831,209,Neg
docosadioate (C22-DC),100002952,Lipid,"Fatty Acid, Dicarboxylate",1721.0,NAMED,DGXRZJSPDXZJFG-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCCCCCC(O)=O,docosadioate (C22-DC),docosadioate (C22-DC),505-56-6,214170.0,,C14240,7641.0,141956,39837,209,Neg
16-hydroxypalmitate,100002953,Lipid,"Fatty Acid, Monohydroxy",2027.0,NAMED,UGAGPNKCDRTDHP-UHFFFAOYSA-N,OC(CCCCCCCCCCCCCCCO)=O,16-hydroxypalmitate,16-hydroxypalmitate,506-13-8,10034.0,HMDB0006294,C18218,10466.0,141922,39609,209,Neg
oleoyl-linoleoyl-glycerol (18:1/18:2) [1],100002989,Lipid,Diacylglycerol,2944.0,NAMED,BLZVZPYMHLXLHG-RQOIEFAZSA-N,CCCCCCCC/C=C\CCCCCCCC(OCC(CO)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],oleoyl-linoleoyl-glycerol (18:1/18:2) [1],106292-55-1,23975985.0,HMDB0007219,,14275396.0,165353,46798,402,Pos Late
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],100002990,Lipid,Diacylglycerol,2945.0,NAMED,GREDRAMJRDQWEJ-LTEAFHAISA-N,CCCCCCCC/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],oleoyl-linoleoyl-glycerol (18:1/18:2) [2],104346-53-4,29788004.0,HMDB0007219,,71433693.0,165354,46799,402,Pos Late
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,100003000,Lipid,Lysoplasmalogen,2852.0,NAMED,QYTPGOPLNFESQC-RLHAVTDZSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,,10471193.0,HMDB0011152,,,163991,39270,402,Pos Late
1-(1-enyl-stearoyl)-GPE (P-18:0)*,100003001,Lipid,Lysoplasmalogen,2856.0,NAMED,KACDZDULGKPXHT-BIHRDVDLSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-GPE (P-18:0)*,1-(1-enyl-stearoyl)-GPE (P-18:0)*,,,HMDB0240598,,,180976,39271,402,Pos Late
linoleoylcarnitine (C18:2)*,100003151,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1908.0,NAMED,MJLXQSQYKZWZCB-DQFWFXSYSA-N,[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,linoleoylcarnitine (C18:2)*,linoleoylcarnitine (C18:2)*,36816-10-1,4952667.0,HMDB0006469,,6450015.0,159669,46223,402,Pos Late
leucylalanine,100003179,Peptide,Dipeptide,882.0,NAMED,HSQGMTRYSIHDAC-UHFFFAOYSA-N,O=C(C(CC(C)C)N)NC(C)C(O)=O,leucylalanine,leucylalanine,7298-84-2,227625.0,HMDB0028922,,81721.0,156665,40010,400,Pos Early
2-O-methylascorbic acid,100003258,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4372.0,NAMED,RMHBODZVODTFAH-UHFFFAOYSA-N,OC1=C(OC)C(C(C(CO)O)O1)=O,2-O-methylascorbic acid,2-O-methylascorbic acid,17860-87-6,90149.0,HMDB0240294,,54726398.0,232912,63990,305,Polar
beta-citrylglutamate,100003271,Amino Acid,Glutamate Metabolism,58.0,NAMED,GAQNUGISBQJMKO-UHFFFAOYSA-N,OC(CC(C(NC(CCC(O)=O)C(O)=O)=O)(CC(O)=O)O)=O,beta-citrylglutamate,beta-citrylglutamate,73590-26-8,19992713.0,,C20775,189741.0,208316,54923,209,Neg
trimethylamine N-oxide,100003397,Lipid,Phospholipid Metabolism,2260.0,NAMED,UYPYRKYUKCHHIB-UHFFFAOYSA-N,C[N+](C)([O-])C,trimethylamine N-oxide,trimethylamine N-oxide,1184-78-7,1113.0,HMDB0000925,C01104,1145.0,156717,40406,400,Pos Early
N6-methyllysine,100003415,Amino Acid,Lysine Metabolism,116.0,NAMED,PQNASZJZHFPQLE-LURJTMIESA-N,O=C([C@H](CCCCNC)N)O,N6-methyllysine,N6-methyllysine,1188-07-4,144469.0,HMDB0002038,C02728,164795.0,220638,62860,400,Pos Early
imidazole propionate,100003434,Amino Acid,Histidine Metabolism,82.0,NAMED,ZCKYOWGFRHAZIQ-UHFFFAOYSA-N,OC(CCC1=CN=CN1)=O,imidazole propionate,imidazole propionate,1074-59-5,63798.0,HMDB0002271,,70630.0,156802,40730,400,Pos Early
pregnanediol-3-glucuronide,100003470,Lipid,Progestin Steroids,3302.0,NAMED,ZFFFJLDTCLJDHL-JQYCEVDMSA-N,[H][C@]12CC[C@]3([C@@]4(CC[C@]([C@@H](O)C)([C@]4(CC[C@@]3([C@]1(CC[C@@H](O[C@@H]5O[C@H]([C@](O)=O)[C@H]([C@@H]([C@H]5O)O)O)C2)C)[H])C)[H])[H])[H],pregnanediol-3-glucuronide,pregnanediol-3-glucuronide,1852-49-9,110346.0,HMDB0010318,,123796.0,143065,40708,209,Neg
N-palmitoylglycine,100003686,Lipid,Fatty Acid Metabolism (Acyl Glycine),1840.0,NAMED,KVTFEOAKFFQCCX-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCC)NCC(O)=O,N-palmitoylglycine,N-palmitoylglycine,2441-41-0,133100.0,HMDB0013034,,151008.0,143937,42092,209,Neg
mannonate*,100003695,Xenobiotics,Food Component/Plant,4980.0,NAMED,RGHNJXZEOKUKBD-MBMOQRBOSA-N,O=C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,mannonate*,mannonate*,642-99-9,2496757.0,,,3246006.0,220652,62864,305,Polar
lanthionine,100003892,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",472.0,NAMED,DWPCPZJAHOETAG-IMJSIDKUSA-N,O=C([C@H](CSC[C@@H](C(O)=O)N)N)O,lanthionine,lanthionine,468821,88959.0,,,98504.0,156875,42002,400,Pos Early
2-stearoyl-GPE (18:0)*,100003901,Lipid,Lysophospholipid,2687.0,NAMED,KIHAGWUUUHJRMS-JOCHJYFZSA-N,OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[NH3+])([O-])=O,2-stearoyl-GPE (18:0)*,2-stearoyl-GPE (18:0)*,,24769218.0,HMDB0011129,,9065845353480660.0,142786,41220,209,Neg
N-acetylcarnosine,100004046,Amino Acid,Histidine Metabolism,88.0,NAMED,BKAYIFDRRZZKNF-VIFPVBQESA-N,OC([C@H](CC1=CN=CN1)NC(CCNC(C)=O)=O)=O,N-acetylcarnosine,N-acetylcarnosine,56353-15-2,8079136.0,HMDB0012881,,9903482.0,144001,43488,209,Neg
margaroylcarnitine (C17)*,100004054,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1882.0,NAMED,DWSFAVOTORHAAL-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCC)=O)=O,margaroylcarnitine (C17)*,margaroylcarnitine (C17)*,106182-29-0,35015987.0,HMDB0006210,,53477803.0,211213,57512,402,Pos Late
2-hydroxydecanoate,100004089,Lipid,"Fatty Acid, Monohydroxy",1979.0,NAMED,GHPVDCPCKSNJDR-UHFFFAOYSA-N,OC(C(O)=O)CCCCCCCC,2-hydroxydecanoate,2-hydroxydecanoate,5393-81-7,20195.0,HMDB0094656,,21488.0,144357,42489,209,Neg
4-methylcatechol sulfate,100004111,Xenobiotics,Benzoate Metabolism,4526.0,NAMED,NCOMUGOPQPRVSE-UHFFFAOYSA-N,OC1=CC(C)=CC=C1OS(O)(=O)=O,4-methylcatechol sulfate,4-methylcatechol sulfate,,,HMDB0240459,,54104170.0,144253,46146,209,Neg
guaiacol sulfate,100004208,Xenobiotics,Benzoate Metabolism,4522.0,NAMED,AQTYXAPIHMXAAV-UHFFFAOYSA-N,COC1=C(OS(O)(=O)=O)C=CC=C1,guaiacol sulfate,guaiacol sulfate,,21078.0,HMDB0060013,,22473.0,143736,46111,209,Neg
2-aminooctanoate,100004227,Lipid,"Fatty Acid, Amino",1772.0,NAMED,AKVBCGQVQXPRLD-UHFFFAOYSA-N,CCCCCCC(C(O)=O)N,2-aminooctanoate,2-aminooctanoate,644-90-6,62727.0,HMDB0000991,,69522.0,143991,43343,209,Neg
2-piperidinone,100004295,Xenobiotics,Food Component/Plant,4657.0,NAMED,XUWHAWMETYGRKB-UHFFFAOYSA-N,O=C1CCCCN1,2-piperidinone,2-piperidinone,675-20-7,12144.0,HMDB0011749,,12665.0,157005,43400,400,Pos Early
2-aminophenol sulfate,100004322,Xenobiotics,Food Component/Plant,5272.0,NAMED,VSTZVCJQGSLNLL-UHFFFAOYSA-N,NC1=CC=CC=C1OS(O)(=O)=O,2-aminophenol sulfate,2-aminophenol sulfate,,158022.0,HMDB0061116,,181670.0,143737,43266,209,Neg
"sphingomyelin (d18:1/14:0, d16:1/16:0)*",100004328,Lipid,Sphingomyelins,3132.0,NAMED,KYICBZWZQPCUMO-PSALXKTOSA-N,CCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:1/14:0, d16:1/16:0)*","sphingomyelin (d18:1/14:0, d16:1/16:0)*",,9608732.0,HMDB0012097,,11433862.0,164531,42463,402,Pos Late
"sphingomyelin (d18:2/16:0, d18:1/16:1)*",100004329,Lipid,Sphingomyelins,3136.0,NAMED,IWHLTJGDYLJQSH-FLPFCPAFSA-N,CCCCC/C=C/CCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:2/16:0, d18:1/16:1)*","sphingomyelin (d18:2/16:0, d18:1/16:1)*",,,"HMDB0240638,HMDB0240613",,,161023,42459,402,Pos Late
6-oxopiperidine-2-carboxylate,100004499,Amino Acid,Lysine Metabolism,135.0,NAMED,FZXCPFJMYOQZCA-UHFFFAOYSA-N,OC(C1CCCC(N1)=O)=O,6-oxopiperidine-2-carboxylate,6-oxopiperidine-2-carboxylate,34622-39-4,2282737.0,HMDB0061705,,3014237.0,143979,43231,209,Neg
N-delta-acetylornithine,100004523,Amino Acid,Urea cycle; Arginine and Proline Metabolism,515.0,NAMED,SRXKAYJJGAAOBP-UHFFFAOYSA-N,CC(NCCCC(N)C(O)=O)=O,N-delta-acetylornithine,N-delta-acetylornithine,,8096135.0,HMDB0003357,C00437,9920500.0,124707,43249,209,Neg
2-aminoheptanoate,100004542,Lipid,"Fatty Acid, Amino",1767.0,NAMED,RDFMDVXONNIGBC-UHFFFAOYSA-N,OC(C(CCCCC)N([H])[H])=O,2-aminoheptanoate,2-aminoheptanoate,1115-90-8,198338.0,HMDB0094649,,227939.0,157045,43761,400,Pos Early
N-formylanthranilic acid,100004561,Amino Acid,Tryptophan Metabolism,279.0,NAMED,LLLPDUXGHXIXIW-UHFFFAOYSA-N,OC(C1=CC=CC=C1N([H])C=O)=O,N-formylanthranilic acid,N-formylanthranilic acid,3342-77-6,91624.0,HMDB0004089,C05653,101399.0,211420,43549,305,Polar
methionine sulfone,100004635,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",445.0,NAMED,UCUNFLYVYCGDHP-UHFFFAOYSA-N,O=S(C)(CCC(N)C(O)=O)=O,methionine sulfone,methionine sulfone,820-10-0,63154.0,HMDB0062174,,69961.0,157087,44878,400,Pos Early
1-linolenoyl-GPC (18:3)*,100005350,Lipid,Lysophospholipid,2635.0,NAMED,WKQNRCYKYCKESD-YHTMAJSVSA-N,C[N+](CCOP(OCC(O)COC(CCCCCCC/C=C/C/C=C/C/C=C/CC)=O)([O-])=O)(C)C,1-linolenoyl-GPC (18:3)*,1-linolenoyl-GPC (18:3)*,,,HMDB0010388,C04100,,159653,45951,402,Pos Late
1-(1-enyl-oleoyl)-GPE (P-18:1)*,100005372,Lipid,Lysoplasmalogen,2854.0,NAMED,URGVIWXYPWWBQO-ZCJATDNESA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCC/C=C/CCCCCCCC,1-(1-enyl-oleoyl)-GPE (P-18:1)*,1-(1-enyl-oleoyl)-GPE (P-18:1)*,,,,,,163990,44621,402,Pos Late
fructosyllysine,100005373,Amino Acid,Lysine Metabolism,123.0,NAMED,BFSYFTQDGRDJNV-QCNRFFRDSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)C(CNCCCC[C@@H](N)C(O)=O)=O,fructosyllysine,fructosyllysine,21291-40-7,110281.0,HMDB0034879,,9839580.0,221883,46227,400,Pos Early
N-methylpipecolate,100005383,Xenobiotics,Bacterial/Fungal,5350.0,NAMED,BPSLZWSRHTULGU-ZCFIWIBFSA-N,CN1[C@@H](C(O)=O)CCCC1,N-methylpipecolate,N-methylpipecolate,41447-17-0,9461516.0,,,11286529.0,157354,47101,400,Pos Early
O-sulfo-tyrosine,100005384,Xenobiotics,Chemical,6112.0,NAMED,CIQHWLTYGMYQQR-QMMMGPOBSA-N,OS(OC1=CC=C(C[C@H](N)C(O)=O)C=C1)(=O)=O,O-sulfo-tyrosine,O-sulfo-tyrosine,,448617.0,HMDB0155722,,514186.0,143779,45413,209,Neg
etiocholanolone glucuronide,100005403,Lipid,Androgenic Steroids,3372.0,NAMED,VFUIRAVTUVCQTF-ILTUOXSPSA-N,O=C1[C@](CC2)(C)C(CC1)C3C2[C@](CC[C@H]4OC5[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O5)(C)[C@](C4)([H])CC3,etiocholanolone glucuronide,etiocholanolone glucuronide,621890,,HMDB0004484,,270605.0,149383,47112,209,Neg
N-acetyltaurine,100005466,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",479.0,NAMED,CXJAAWRLVGAKDV-UHFFFAOYSA-N,O=S(CCNC(C)=O)(O)=O,N-acetyltaurine,N-acetyltaurine,,140553.0,HMDB0240253,,159864.0,153116,48187,209,Neg
1-palmitoyl-GPG (16:0)*,100005717,Lipid,Lysophospholipid,2725.0,NAMED,BVJSKAUUFXBDOB-UHFFFAOYSA-N,O=P(OCC(O)CO)(O)OCC(O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-GPG (16:0)*,1-palmitoyl-GPG (16:0)*,,2548639.0,HMDB0240601,,3300276.0,144193,45970,209,Neg
9-hydroxystearate,100005834,Lipid,"Fatty Acid, Monohydroxy",2019.0,NAMED,RKHXDCVAPIMDMG-UHFFFAOYSA-N,OC(CCCCCCCC(O)=O)CCCCCCCCC,9-hydroxystearate,9-hydroxystearate,25498-28-6,7844595.0,HMDB0061661,,9570127.0,149393,47120,209,Neg
3-methylglutarylcarnitine (2),100005850,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",380.0,NAMED,HFCPFJNSBPQJDP-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)CC(O)=O)=O)=O,3-methylglutarylcarnitine (2),3-methylglutarylcarnitine (2),,113619.0,HMDB0000552,,128145.0,157257,46548,400,Pos Early
2-keto-3-deoxy-gluconate,100005946,Xenobiotics,Food Component/Plant,5151.0,NAMED,WPAMZTWLKIDIOP-WVZVXSGGSA-N,OC[C@@H](O)[C@@H](O)CC(C(O)=O)=O,2-keto-3-deoxy-gluconate,2-keto-3-deoxy-gluconate,17510-99-5,141630.0,HMDB0001353,C00204,161227.0,160468,48141,305,Polar
"sphingomyelin (d18:2/14:0, d18:1/14:1)*",100005985,Lipid,Sphingomyelins,3133.0,NAMED,SOWIKWJDPCEPOJ-IOBWIPHESA-N,CCCC/C=C/CCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:2/14:0, d18:1/14:1)*","sphingomyelin (d18:2/14:0, d18:1/14:1)*",,,"HMDB0240637,HMDB0240612",,,164532,47154,402,Pos Late
"sphingomyelin (d18:1/24:1, d18:2/24:0)*",100005986,Lipid,Sphingomyelins,3148.0,NAMED,WKZHECFHXLTOLJ-QYKFWSDSSA-N,O[C@H](/C=C/CCCCCCCCCCCCC)[C@H](CO[P](OCC[N+](C)(C)C)([O-])=O)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,"sphingomyelin (d18:1/24:1, d18:2/24:0)*","sphingomyelin (d18:1/24:1, d18:2/24:0)*",94359-13-4,24846874.0,HMDB0012107,,44260126.0,164529,47153,402,Pos Late
octadecenedioylcarnitine (C18:1-DC)*,100005996,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1935.0,NAMED,CYPBWZKNUDFJJE-PLNGDYQASA-N,O=C(CCCCCCC/C=C\CCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,octadecenedioylcarnitine (C18:1-DC)*,octadecenedioylcarnitine (C18:1-DC)*,251981-06-3,28639201.0,,,,218582,61865,402,Pos Late
octadecanedioylcarnitine (C18-DC)*,100005998,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1934.0,NAMED,ULCCGBCYWCYNIC-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,octadecanedioylcarnitine (C18-DC)*,octadecanedioylcarnitine (C18-DC)*,123233-50-1,28639203.0,,,,218585,61867,402,Pos Late
myristoleoylcarnitine (C14:1)*,100006051,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1901.0,NAMED,ABVVZYXTZLEOHP-OLHLWXQYSA-N,O=C(CCCCCCC/C=C\CCCC)O[C@H](CC([O-])=O)C[N+](C)(C)C,myristoleoylcarnitine (C14:1)*,myristoleoylcarnitine (C14:1)*,889848-55-9,34999520.0,HMDB0240588,,129691961.0,160274,48182,402,Pos Late
4-hydroxychlorothalonil,100006082,Xenobiotics,Chemical,6236.0,NAMED,MDQKYGOECVSPIW-UHFFFAOYSA-N,ClC1=C(C#N)C(Cl)=C(Cl)C(O)=C1C#N,4-hydroxychlorothalonil,4-hydroxychlorothalonil,28343-61-5,31530.0,HMDB0240624,,34217.0,154475,48441,209,Neg
3-hydroxypyridine sulfate,100006098,Xenobiotics,Chemical,6244.0,NAMED,BDERIBJTVYFANV-UHFFFAOYSA-N,O=S(OC1=CC=CN=C1)(O)=O,3-hydroxypyridine sulfate,3-hydroxypyridine sulfate,1955-23-3,16232314.0,,,,155087,48448,209,Neg
arabonate/xylonate,100006115,Carbohydrate,Pentose Metabolism,1299.0,NAMED,QXKAIJAYHKCRRA-JJYYJPOSSA-N,OC([C@H]([C@@H]([C@@H](CO)O)O)O)=O,arabonate/xylonate,arabonate/xylonate,,,HMDB0000539,"C00502,C05411",1220456602431.0,153226,48255,305,Polar
p-cresol glucuronide*,100006191,Amino Acid,Tyrosine Metabolism,230.0,NAMED,JPAUCQAJHLSMQW-XPORZQOISA-N,O[C@H]([C@@H](O)[C@@H]1O)[C@@H](O[C@@H]1C(O)=O)OC2=CC=C(C)C=C2,p-cresol glucuronide*,p-cresol glucuronide*,17680-99-8,135751.0,HMDB0011686,,154035.0,155015,48841,209,Neg
6-hydroxyindole sulfate,100006260,Xenobiotics,Chemical,6258.0,NAMED,QRHHXPIYYXPEMG-UHFFFAOYSA-N,O=S(OC1=CC=C2C=CNC2=C1)(O)=O,6-hydroxyindole sulfate,6-hydroxyindole sulfate,,,HMDB0000682,,122198196.0,166006,48698,209,Neg
"sphingomyelin (d18:1/20:0, d16:1/22:0)*",100006290,Lipid,Sphingomyelins,3140.0,NAMED,AADLTHQNYQJHQV-SVLGDMRNSA-N,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,"sphingomyelin (d18:1/20:0, d16:1/22:0)*","sphingomyelin (d18:1/20:0, d16:1/22:0)*",,23113477.0,HMDB0012102,,44260124.0,164042,48490,402,Pos Late
"sphingomyelin (d18:1/20:1, d18:2/20:0)*",100006292,Lipid,Sphingomyelins,3141.0,NAMED,MDRFMTLYKHBJTF-YECRPIIFSA-N,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCC/C=C/CCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,"sphingomyelin (d18:1/20:1, d18:2/20:0)*","sphingomyelin (d18:1/20:1, d18:2/20:0)*",222403-67-0,,"HMDB0240610,HMDB0240632",,,164534,48491,402,Pos Late
"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",100006293,Lipid,Sphingomyelins,3142.0,NAMED,YVTVVJRJLRHYSJ-COUPUTHFSA-N,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*","sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",,,,,,211144,57481,402,Pos Late
behenoyl sphingomyelin (d18:1/22:0)*,100006294,Lipid,Sphingomyelins,3125.0,NAMED,FJJANLYCZUNFSE-TWKUQIQBSA-N,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,behenoyl sphingomyelin (d18:1/22:0)*,behenoyl sphingomyelin (d18:1/22:0)*,,24846873.0,HMDB0012103,,44260125.0,164533,48492,402,Pos Late
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",100006295,Lipid,Sphingomyelins,3145.0,NAMED,VBFKEZGCUWHGSK-ADSSWVSQSA-N,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCC/C=C\CCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",,29368329.0,HMDB0012104,,,164535,48493,402,Pos Late
"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",100006296,Lipid,Sphingomyelins,3146.0,NAMED,BBJBWENPFZYXKM-CUYAXJSGSA-N,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*","sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",,,"HMDB0240670,HMDB0240672,HMDB0240669",,,211140,57477,402,Pos Late
lignoceroyl sphingomyelin (d18:1/24:0),100006298,Lipid,Sphingomyelins,3127.0,NAMED,QEDPUVGSSDPBMD-XTAIVQBESA-N,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,lignoceroyl sphingomyelin (d18:1/24:0),lignoceroyl sphingomyelin (d18:1/24:0),60037-60-7,24846875.0,HMDB0011697,,,210828,57330,402,Pos Late
